#Filename,File Type,Radial Velocity (km/s),Guessed Spectral Type,Guessed [Fe/H],User Spectral Type,User [Fe/H]
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD3.txt,csv,-3.128333333241605,K2,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD4.txt,csv,-4.109999999879503,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD5.txt,csv,-4.0299999998818326,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD6.txt,csv,-3.964999999883731,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD7.txt,csv,-3.922499999884982,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD8.txt,csv,-3.8924999998858727,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD9.txt,csv,-5.776666666497296,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD10.txt,csv,-5.71333333316581,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+F5.txt,csv,-3.0424999999107936,F7,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+F6.txt,csv,-5.45166666650682,F7,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+F7.txt,csv,-23.933333332631605,G3,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+F9.txt,csv,-21.90499999935774,G1,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G0.txt,csv,-7.999999999765437,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G1.txt,csv,-6.619999999805914,G8,-1.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G3.txt,csv,-2.016666666607543,G5,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G4.txt,csv,-9.239999999729097,G8,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G5.txt,csv,-4.068333333214052,G6,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G6.txt,csv,-1.504999999955866,K1,+0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G7.txt,csv,0.8074999999763148,K1,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G8.txt,csv,-4.3849999998714315,G9,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+G9.txt,csv,-6.1883333331519,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+WD2.txt,csv,-3.8633333332200657,K4,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+WD3.txt,csv,-3.8566666665535827,K4,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+WD4.txt,csv,-6.1949999998183705,K3,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+WD5.txt,csv,-6.059999999822311,K2,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+WD6.txt,csv,-5.346666666509901,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+WD7.txt,csv,-5.311666666510923,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+WD8.txt,csv,-5.289999999844897,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K4+WD9.txt,csv,-5.271666666512098,G6,-0.5,nan,nan
